raw_sector,source,mapped_sector,sector_code
saianandcomm,mc,,
sainikfinance,mc,,
saisilks,mc,,
sakumaexports,mc,,
salemerodeinv,mc,,
samcoassetmgt,mc,,
sameeraagro,mc,,
samind,mc,,
sammaancapital,mc,,
samorre,mc,,
samorre1,mc,,
samratforgings,mc,,
samsritalabs,mc,,
samyakintl,mc,,
sanasatechfeb,mc,,
sandesh,mc,,
sandumare,mc,,
sanghvimovers,mc,,
sanmitinfra,mc,,
sanstar,mc,,
sapplre,mc,,
sardaproteins,mc,,
sarojapharma,mc,,
sarthakind,mc,,
sarvottamfin,mc,,
satanibearings,mc,,
satincredipp1,mc,,
satincredit,mc,,
satincreditcar,mc,,
satipolyplast,mc,,
satkartarlife,mc,,
sawacare,mc,,
sayajiindore,mc,,
sayajipune,mc,,
sbcsb,mc,,
sbi1drate,mc,,
sbibankingetf,mc,,
sbibse100,mc,,
sbicard,mc,,
sbietf,mc,,
sbietfcon,mc,,
sbietfpvtban,mc,,
sbifundsmgt,mc,,
sbigoldetf,mc,,
sbiitetf,mc,,
sbilifeinsura,mc,,
sbimcmomentum,mc,,
sbineqwetf,mc,,
sbinifty50et,mc,,
sbiniftynt50,mc,,
sbipsubank,mc,,
sbiqualityetf,mc,,
sbisensexetf,mc,,
sbisilveretf,mc,,
sbjscv,mc,,
sbsjhvhsv,mc,,
scarnoseintl,mc,,
scscvch,mc,,
sdl,mc,,
sdl6842032,mc,,
sdvbcasdibc,mc,,
sdvbsidbvidb,mc,,
seacoastss,mc,,
seacore,mc,,
secmarkconsult,mc,,
sedemacmechatr,mc,,
sepc,mc,,
sepcre,mc,,
serainvestment,mc,,
sgb,mc,,
sgb250apr20,mc,,
sgb250may28,mc,,
sgbapr28i,mc,,
sgbaug27,mc,,
sgbaug28v,mc,,
sgbaug29v,mc,,
sgbdc27vii,mc,,
sgbdec25,mc,,
sgbdec2512,mc,,
sgbdec2513,mc,,
sgbdec25xi,mc,,
sgbdec26,mc,,
sgbfeb27,mc,,
sgbfeb28ix,mc,,
sgbfeb29xi,mc,,
sgbj28viii,mc,,
sgbjan26,mc,,
sgbjan27,mc,,
sgbjan29ix,mc,,
sgbjan29x,mc,,
sgbju29iii,mc,,
sgbjul27,mc,,
sgbjul28iv,mc,,
sgbjul29iv,mc,,
sgbjun27,mc,,
sgbjun28,mc,,
sgbmar28x,mc,,
sgbmar30x,mc,,
sgbmay26,mc,,
sgbmay28,mc,,
sgbmr29xii,mc,,
sgbn28viii,mc,,
sgbnov25,mc,,
sgbnov258,mc,,
sgbnov25ix,mc,,
sgbnov25vi,mc,,
sgbnov26,mc,,
sgboc28vii,mc,,
sgboct25,mc,,
sgboct25v,mc,,
sgboct26,mc,,
sgboct27,mc,,
sgboct27vi,mc,,
sgbsep27,mc,,
sgbsep28vi,mc,,
sgbsep29vi,mc,,
sgbseriesix,mc,,
sgbsriv2223,mc,,
sgfinserve,mc,,
sgmart,mc,,
sgncable,mc,,
sgrlre,mc,,
shadowfaxtech,mc,,
shaktipress,mc,,
shamrockind,mc,,
shankarlalram,mc,,
shantiguruind,mc,,
sharanaminfra,mc,,
sharere,mc,,
shayonaenginee,mc,,
sheetalunivers,mc,,
shekhawatiind,mc,,
shervaniindust,mc,,
sheshadriind,mc,,
shindlre,mc,,
shipbuilding,mc,,
shivalikrasa,mc,,
shivkamalimpex,mc,,
shradhaaitech,mc,,
shreehanuman,mc,,
shreemarutinan,mc,,
shreemfgco,mc,,
shreepacetroni,mc,,
shreeramtwist,mc,,
shreesecu,mc,,
shreetirupati,mc,,
shreminvit,mc,,
shrenik,mc,,
shrerare,mc,,
shribalajival,mc,,
shribhawani,mc,,
shriganginds,mc,,
shriram1drate,mc,,
shubhlaxmi,mc,,
shyamacomput,mc,,
siddhikacoat,mc,,
sigmaadvanced,mc,,
signatureglobal,mc,,
signaturegreen,mc,,
sikainterplant,mc,,
silgoretail,mc,,
silgoretailpp,mc,,
silkflexpoly,mc,,
siptlre1,mc,,
siyaramrecycli,mc,,
sizemasters,mc,,
sjcorporation,mc,,
sjhcvjsv,mc,,
sjsenterprises,mc,,
sjvccjavc,mc,,
sjvsjvv,mc,,
skbcsb,mc,,
skcksb,mc,,
skckshc,mc,,
skfindiaindus,mc,,
skipperpp,mc,,
skvbsd,mc,,
skybiotech,mc,,
skygold,mc,,
skywaysairser,mc,,
smallcap,mc,,
smauto,mc,,
smgold,mc,,
smlmahindra,mc,,
smrjewels,mc,,
smtengineering,mc,,
sobmere,mc,,
sofcomsystems,mc,,
softrakventure,mc,,
solanabiofuels,mc,,
sonaladhesives,mc,,
sonam,mc,,
sophiatraexpo,mc,,
spacapital,mc,,
spacenetent,mc,,
spandanasphoor,mc,,
sparcelectrex,mc,,
spectrumelectr,mc,,
spencersrere,mc,,
spitzere,mc,,
spplre,mc,,
spppolymer,mc,,
sprayking,mc,,
sprayre,mc,,
spright,mc,,
sprightre,mc,,
squarefour,mc,,
sresthafinvest,mc,,
sresthare,mc,,
srikrishnacon,mc,,
srinibaspradha,mc,,
srmenergy,mc,,
srusteels,mc,,
ssil,mc,,
stallre,mc,,
stanleylife,mc,,
starhfre,mc,,
starlinepsent,mc,,
stephanotis,mc,,
steptwocorp,mc,,
sterlingpower,mc,,
sterlingwilson,mc,,
storagetechnol,mc,,
stridersimpex,mc,,
styrenix,mc,,
subex,mc,,
sudarshancolor,mc,,
sujalatrading,mc,,
sumitomo,mc,,
sumitwoods,mc,,
sundaramamc,mc,,
sundaramclayto,mc,,
sunitatools,mc,,
sunrajdiamond,mc,,
sunrakshakkind,mc,,
superiorind,mc,,
supernovaadvt,mc,,
suphapharmache,mc,,
supremeenginee,mc,,
supremeholding,mc,,
supremepower,mc,,
surajind,mc,,
suranisteeltu,mc,,
surfire,mc,,
suryodaysmall,mc,,
suumayaind,mc,,
suyoggurbaxani,mc,,
svarnimtradeu,mc,,
svpglobal,mc,,
swagtamtrading,mc,,
swarnasec,mc,,
swarnsaritajew,mc,,
swatipro,mc,,
swinvestments,mc,,
swissmilitary,mc,,
sylvanplyboard,mc,,
syrmasgs,mc,,
syschemindia,mc,,
systematixsec,mc,,
talwalkarsfit,mc,,
tamilsteeltube,mc,,
tarachand,mc,,
tarc,mc,,
tataassetmgt,mc,,
tatagoldetf,mc,,
tatamotorscom,mc,,
tataniftyind,mc,,
tatapower,mc,,
tatapvtbank,mc,,
tatasilveretf,mc,,
tatasteel,mc,,
taurusamc,mc,,
tbotek,mc,,
techknowgreen,mc,,
technoelectric,mc,,
teerthgopicon,mc,,
tejascargoind,mc,,
tejinfoways,mc,,
telecanorglob,mc,,
telecommunicationserviceprovider,mc,,
temboglobal,mc,,
texelind,mc,,
theyamunasynd,mc,,
threempaperb,mc,,
tiaanconsumer,mc,,
tierraagrotech,mc,,
tilre,mc,,
timetechno,mc,,
tinplate,mc,,
tipsfilms,mc,,
tipsmusic,mc,,
titanintech,mc,,
tmb,mc,,
tmpv,mc,,
tpcl,mc,,
tradewellhold,mc,,
transpactenter,mc,,
transportinfrastructure,mc,,
tranway21tech,mc,,
travelsre,mc,,
trekkingtoesco,mc,,
triliance,mc,,
trishaktiind,mc,,
trivenienterpr,mc,,
trucapfinance,mc,,
trustassetmgt,mc,,
trustwavesec,mc,,
tulivedevelop,mc,,
tulsyannec,mc,,
tunwalemotors,mc,,
tvsinfratrust,mc,,
tvsmotorpref,mc,,
udayshivakumar,mc,,
uhzavere,mc,,
ujjivansmall,mc,,
ultrawiringco,mc,,
unifiassetmgt,mc,,
unifinzcapital,mc,,
unihealthhospi,mc,,
unionamcpvt,mc,,
unipartsindia,mc,,
unitedcotfab,mc,,
uniteddrilling,mc,,
unitedfood,mc,,
unitedleasing,mc,,
unominda,mc,,
updaterservice,mc,,
uphotels,mc,,
upil,mc,,
uravidefence,mc,,
urbanenviro,mc,,
ursugarind,mc,,
ushanticolour,mc,,
utibsesenne,mc,,
utibsesensex,mc,,
utigoldetf,mc,,
utimidcap150,mc,,
utinif10getf,mc,,
utinif5getf,mc,,
utinifitetf,mc,,
utinifty50etf,mc,,
utiniftybank,mc,,
utiniftynext,mc,,
utisilveretf,mc,,
valencianutrit,mc,,
valenciare,mc,,
valorestate,mc,,
vardhmanacryli,mc,,
vasconengineer,mc,,
vasudhagamaent,mc,,
vatechwabag,mc,,
vaxtex,mc,,
veedolcorp,mc,,
vel,mc,,
veloxshipping,mc,,
velre,mc,,
venkateshref,mc,,
veritaasadvert,mc,,
vertisinfra,mc,,
vertoz,mc,,
viaztyres,mc,,
vikalpsec,mc,,
vikshiteng,mc,,
vinayakpolycon,mc,,
vincofere,mc,,
vineetlab,mc,,
vineetre,mc,,
vinnyoverseas,mc,,
vintagesec,mc,,
vipindustries,mc,,
viramsuvarn,mc,,
viramsuvarnre,mc,,
viratleasing,mc,,
virtuosooptoel,mc,,
viryaresources,mc,,
visachrome,mc,,
vishnuchemical,mc,,
vishvaprabha,mc,,
vishveshaminve,mc,,
vistaramar,mc,,
vitesseagroli,mc,,
vlinfraprojec,mc,,
voltaireleasin,mc,,
vsfprojects,mc,,
vsfprojre,mc,,
waareerenewabl,mc,,
waareetech,mc,,
wagendinfra,mc,,
wardwizard,mc,,
wardwizardinno,mc,,
wardwizfbl,mc,,
wealthcompany,mc,,
webelementsol,mc,,
welspunliving,mc,,
westleisure,mc,,
westlifefood,mc,,
whiteoakcaptal,mc,,
winnyimmi,mc,,
winproind,mc,,
wisetravel,mc,,
womancart,mc,,
wonderelect,mc,,
woodwoodproducts,mc,,
worthinvt,mc,,
wsfxglobalpay,mc,,
yaanenterprise,mc,,
yaapdigital,mc,,
yaashvijewelle,mc,,
yajurfibres,mc,,
yarnsynre,mc,,
yashhtejindust,mc,,
yorkexports,mc,,
yugre,mc,,
yugre1,mc,,
zentech,mc,,
zer1drate,mc,,
zernifty50,mc,,
zerodhaassetm,mc,,
zerodhagold,mc,,
zeronifty100,mc,,
zeroniftymid,mc,,
zerscap100,mc,,
zersilveretf,mc,,
zfcvindia,mc,,
zinemamedia,mc,,
zyduslife,mc,,
bankprivate,mc,Banks - Private Sector,1010
banksprivatesector,mc,Banks - Private Sector,1010
bankspublicsector,mc,Banks - Public Sector,1011
financegeneral,mc,NBFC,1012
financehousing,mc,NBFC,1012
financeinvestment,mc,NBFC,1012
financeinvestments,mc,NBFC,1012
financeleasinghirepurchase,mc,NBFC,1012
financenbfc,mc,NBFC,1012
financeothers,mc,NBFC,1012
financetermlending,mc,NBFC,1012
financetermlendinginstitutions,mc,NBFC,1012
lifehealthinsurance,mc,Insurance,1013
financestockbroking,mc,Capital Markets & AMC,1014
bpoites,mc,IT - Software & Services,1020
computerssoftware,mc,IT - Software & Services,1020
computerssoftwaremediumsmall,mc,IT - Software & Services,1020
computerssoftwaretraining,mc,IT - Software & Services,1020
itservicesconsulting,mc,IT - Software & Services,1020
software,mc,IT - Software & Services,1020
computerperipherals,mc,IT - Hardware,1021
computershardware,mc,IT - Hardware,1021
telecommunicationsservice,mc,Telecom Services,1022
telecommunicationsservices,mc,Telecom Services,1022
cablestelephone,mc,Telecom Equipment,1023
telecommunicationequipment,mc,Telecom Equipment,1023
telecommunicationsequipment,mc,Telecom Equipment,1023
onlineservices,mc,Internet & E-Commerce,1024
lubricants,mc,Refineries & Marketing,1030
refineries,mc,Refineries & Marketing,1030
oildrillingandexploration,mc,Oil & Gas Exploration,1031
oilexplorationproduction,mc,Oil & Gas Exploration,1031
powergenerationdistribution,mc,Power - Generation,1032
cables,mc,Power - Transmission & Distribution,1033
cablespowerothers,mc,Power - Transmission & Distribution,1033
powertransmissionequipment,mc,Power - Transmission & Distribution,1033
transmissiontowersequipments,mc,Power - Transmission & Distribution,1033
renewables,mc,Gas Distribution & Renewables,1034
castingsforgings,mc,Steel,1040
ironsteel,mc,Steel,1040
metalscastingsforgings,mc,Steel,1040
steelcrhrstrips,mc,Steel,1040
steelgpgcsheets,mc,Steel,1040
steellarge,mc,Steel,1040
steelmediumsmall,mc,Steel,1040
steelpigiron,mc,Steel,1040
steelrolling,mc,Steel,1040
steelspongeiron,mc,Steel,1040
steeltubespipes,mc,Steel,1040
aluminium,mc,Non-Ferrous Metals,1041
aluminiumaluminiumproducts,mc,Non-Ferrous Metals,1041
metalsnonferrous,mc,Non-Ferrous Metals,1041
metalsmining,mc,Mining & Minerals,1042
miningminerals,mc,Mining & Minerals,1042
specialtyminingmetals,mc,Mining & Minerals,1042
cement,mc,Cement,1043
cementmajor,mc,Cement,1043
cementmini,mc,Cement,1043
cementconstructionmaterials,mc,Construction Materials,1044
cementproductsbuildingmaterials,mc,Construction Materials,1044
ceramicsgranite,mc,Construction Materials,1044
ceramicsmarblegranitesanitaryware,mc,Construction Materials,1044
glassglassproducts,mc,Construction Materials,1044
laminatesdecoratives,mc,Construction Materials,1044
otherconstructionmaterials,mc,Construction Materials,1044
refractories,mc,Construction Materials,1044
chemicals,mc,Chemicals,1045
commoditychemicals,mc,Chemicals,1045
detergents,mc,Chemicals,1045
diversifiedchemicals,mc,Chemicals,1045
dyespigments,mc,Chemicals,1045
othersindustrialgasesfuels,mc,Chemicals,1045
paints,mc,Chemicals,1045
paintsvarnishes,mc,Chemicals,1045
petrochemicals,mc,Chemicals,1045
plasticproducts,mc,Chemicals,1045
plasticproductsothers,mc,Chemicals,1045
plastics,mc,Chemicals,1045
plasticstubespipeshosesfittings,mc,Chemicals,1045
rubber,mc,Chemicals,1045
specialitychemicals,mc,Chemicals,1045
fertilisers,mc,Fertilisers & Agrochemicals,1046
fertilizers,mc,Fertilisers & Agrochemicals,1046
pesticidesagrochemicals,mc,Fertilisers & Agrochemicals,1046
containerspackaging,mc,Paper & Packaging,1047
packaging,mc,Paper & Packaging,1047
packagingmaterialscontainerspackaging,mc,Paper & Packaging,1047
packagingmaterialsplasticproducts,mc,Paper & Packaging,1047
packagingpackagingmaterials,mc,Paper & Packaging,1047
packagingsacksbags,mc,Paper & Packaging,1047
paper,mc,Paper & Packaging,1047
paperforestproducts,mc,Paper & Packaging,1047
paperpaperproducts,mc,Paper & Packaging,1047
plasticspetbottelsjarscontainers,mc,Paper & Packaging,1047
printingpublishing,mc,Paper & Packaging,1047
printingstationery,mc,Paper & Packaging,1047
batteries,mc,Electrical Equipment,1050
consumergoodselectronic,mc,Electrical Equipment,1050
drycells,mc,Electrical Equipment,1050
electricals,mc,Electrical Equipment,1050
electricequipment,mc,Electrical Equipment,1050
electrodeselectricalequipments,mc,Electrical Equipment,1050
electronicgoods,mc,Electrical Equipment,1050
electronics,mc,Electrical Equipment,1050
electronicscomponents,mc,Electrical Equipment,1050
abrasives,mc,Industrial Machinery,1051
bearings,mc,Industrial Machinery,1051
compressors,mc,Industrial Machinery,1051
electrodesgraphite,mc,Industrial Machinery,1051
engineering,mc,Industrial Machinery,1051
engineeringheavy,mc,Industrial Machinery,1051
engineeringindustrialequipments,mc,Industrial Machinery,1051
engines,mc,Industrial Machinery,1051
fasteners,mc,Industrial Machinery,1051
machinetools,mc,Industrial Machinery,1051
pumps,mc,Industrial Machinery,1051
textilesmachinery,mc,Industrial Machinery,1051
constructioncontractingcivil,mc,Construction & Engineering,1052
constructioncontractinghousing,mc,Construction & Engineering,1052
constructioncontractingrealestate,mc,Construction & Engineering,1052
constructioninfrastructure,mc,Construction & Engineering,1052
engineeringconstruction,mc,Construction & Engineering,1052
infrastructure,mc,Construction & Engineering,1052
infrastructuregeneral,mc,Construction & Engineering,1052
aerospacedefence,mc,Defence & Aerospace,1053
couriers,mc,Logistics & Shipping,1054
courierservices,mc,Logistics & Shipping,1054
groundfreightlogisticsservices,mc,Logistics & Shipping,1054
logistics,mc,Logistics & Shipping,1054
shipping,mc,Logistics & Shipping,1054
transportlogistics,mc,Logistics & Shipping,1054
autocarsjeeps,mc,Automobiles - Passenger Vehicles,1060
auto23wheelers,mc,Automobiles - 2 & 3 Wheelers,1061
automobile23wheelers,mc,Automobiles - 2 & 3 Wheelers,1061
autolcvshcvs,mc,Automobiles - Commercial Vehicles,1062
autotractors,mc,Automobiles - Commercial Vehicles,1062
autoancillaries,mc,Auto Components,1063
autoancillariesbrakes,mc,Auto Components,1063
autoancillariescastingsforgings,mc,Auto Components,1063
autoancillariesothers,mc,Auto Components,1063
autoancillariestyresrubberproducts,mc,Auto Components,1063
tyres,mc,Auto Components,1063
consumergoodswhitegoods,mc,Consumer Durables,1064
diamondcuttingjewellerypreciousmetals,mc,Consumer Durables,1064
diamondjewellery,mc,Consumer Durables,1064
domesticappliances,mc,Consumer Durables,1064
watchesaccessories,mc,Consumer Durables,1064
footwear,mc,Textiles & Apparel,1065
leatherproducts,mc,Textiles & Apparel,1065
textiles,mc,Textiles & Apparel,1065
textilesapparel,mc,Textiles & Apparel,1065
textilescompositemills,mc,Textiles & Apparel,1065
textilescottonblended,mc,Textiles & Apparel,1065
textilesdenim,mc,Textiles & Apparel,1065
textilesgeneral,mc,Textiles & Apparel,1065
textileshosieryknitwear,mc,Textiles & Apparel,1065
textilesmanmade,mc,Textiles & Apparel,1065
textilespinning,mc,Textiles & Apparel,1065
textilesprocessing,mc,Textiles & Apparel,1065
textilesreadymadeapparels,mc,Textiles & Apparel,1065
textilesspinningcottonblended,mc,Textiles & Apparel,1065
textilesspinningsyntheticblended,mc,Textiles & Apparel,1065
textilessyntheticsilk,mc,Textiles & Apparel,1065
textilesterrytowels,mc,Textiles & Apparel,1065
textilesweaving,mc,Textiles & Apparel,1065
textileswoollenworsted,mc,Textiles & Apparel,1065
aquaculture,mc,FMCG - Foods & Beverages,1070
breweriesdistilleries,mc,FMCG - Foods & Beverages,1070
cigarettes,mc,FMCG - Foods & Beverages,1070
consumerfood,mc,FMCG - Foods & Beverages,1070
edibleoilssolventextraction,mc,FMCG - Foods & Beverages,1070
fishpoultrymeatproducts,mc,FMCG - Foods & Beverages,1070
foodprocessing,mc,FMCG - Foods & Beverages,1070
otheragricultureproducts,mc,FMCG - Foods & Beverages,1070
sugar,mc,FMCG - Foods & Beverages,1070
vanaspatioils,mc,FMCG - Foods & Beverages,1070
vegetableoilsproducts,mc,FMCG - Foods & Beverages,1070
householdpersonalproducts,mc,FMCG - Personal Care,1071
personalcare,mc,FMCG - Personal Care,1071
agriculture,mc,Agri & Plantation,1072
plantationsteacoffee,mc,Agri & Plantation,1072
teacoffee,mc,Agri & Plantation,1072
automobiledealersdistributors,mc,Retail,1073
fooddrugretailing,mc,Retail,1073
retail,mc,Retail,1073
retailing,mc,Retail,1073
specialityretailers,mc,Retail,1073
trading,mc,Retail,1073
pharmaceuticals,mc,Pharmaceuticals,1080
pharmaceuticalsdrugs,mc,Pharmaceuticals,1080
hospitalhealthcareservices,mc,Healthcare Services,1081
hospitalsmedicalservices,mc,Healthcare Services,1081
labslifesciencesservices,mc,Diagnostics & Medical Devices,1082
medicalequipmentsuppliesaccessories,mc,Diagnostics & Medical Devices,1082
constructionrealestate,mc,Real Estate,1090
constructionresidentialcommercialcomplexes,mc,Real Estate,1090
realestaterentaldevelopmentoperations,mc,Real Estate,1090
diversified,mc,Diversified / Holding,1100
hotelresortrestaurants,mc,"Hospitality, Travel & Leisure",1101
hotels,mc,"Hospitality, Travel & Leisure",1101
leisureservices,mc,"Hospitality, Travel & Leisure",1101
travelservices,mc,"Hospitality, Travel & Leisure",1101
filmproductiondistributionentertainment,mc,Media & Entertainment,1102
media,mc,Media & Entertainment,1102
mediaentertainment,mc,Media & Entertainment,1102
tvbroadcastingsoftwareproduction,mc,Media & Entertainment,1102
educationalinstitutions,mc,Education,1103
iteducation,mc,Education,1103
misccommercialservices,mc,Other / Miscellaneous,1104
miscellaneous,mc,Other / Miscellaneous,1104
Financial Services,nse,Capital Markets & AMC,1014
Information Technology,nse,IT - Software & Services,1020
Telecommunication,nse,Telecom Services,1022
Oil Gas & Consumable Fuels,nse,Oil & Gas Exploration,1031
Power,nse,Power - Generation,1032
Utilities,nse,Power - Generation,1032
Metals & Mining,nse,Mining & Minerals,1042
Construction Materials,nse,Construction Materials,1044
Chemicals,nse,Chemicals,1045
Forest Materials,nse,Paper & Packaging,1047
Capital Goods,nse,Industrial Machinery,1051
Construction,nse,Construction & Engineering,1052
Automobile and Auto Components,nse,Auto Components,1063
Consumer Durables,nse,Consumer Durables,1064
Textiles,nse,Textiles & Apparel,1065
Fast Moving Consumer Goods,nse,FMCG - Foods & Beverages,1070
Healthcare,nse,Pharmaceuticals,1080
Realty,nse,Real Estate,1090
Diversified,nse,Diversified / Holding,1100
Consumer Services,nse,"Hospitality, Travel & Leisure",1101
Media Entertainment & Publication,nse,Media & Entertainment,1102
Services,nse,Other / Miscellaneous,1104
